timestamp,tag,addr,V_read,I_read,P_power_supply,health,health_status,health_error_W,status_raw,is_on,error
1785988824.91379,active_health_V20_I3,1,19.99,2.1,41.979,100.0,healthy,1.9789999999999992,1,True,
1785988824.91379,active_health_V20_I3,2,8.03,2.99,24.0097,63.18342105263157,low_power,-15.990300000000001,1,True,
1785988824.91379,active_health_V20_I3,3,20.01,1.82,36.418200000000006,95.83736842105264,low_power,-3.581799999999994,1,True,
1785988824.91379,active_health_V20_I3,4,20.0,2.03,40.599999999999994,100.0,healthy,0.5999999999999943,1,True,
1785988824.91379,active_health_V20_I3,5,20.0,2.01,40.199999999999996,100.0,healthy,0.19999999999999574,1,True,
1785988824.91379,active_health_V20_I3,6,20.01,1.93,38.6193,100.0,healthy,-1.3806999999999974,1,True,
1785988824.91379,active_health_V20_I3,7,20.0,1.99,39.8,100.0,healthy,-0.20000000000000284,1,True,
1785988824.91379,active_health_V20_I3,8,20.01,1.82,36.418200000000006,95.83736842105264,low_power,-3.581799999999994,1,True,
1785988824.91379,active_health_V20_I3,9,19.99,1.83,36.5817,96.26763157894736,low_power,-3.418300000000002,1,True,
1785988824.91379,active_health_V20_I3,10,20.0,1.84,36.800000000000004,96.8421052631579,low_power,-3.1999999999999957,1,True,
1785988824.91379,active_health_V20_I3,11,20.0,1.82,36.4,95.78947368421052,low_power,-3.6000000000000014,1,True,
1785988824.91379,active_health_V20_I3,12,20.0,1.84,36.800000000000004,96.8421052631579,low_power,-3.1999999999999957,1,True,
1785988824.91379,active_health_V20_I3,13,20.0,1.82,36.4,95.78947368421052,low_power,-3.6000000000000014,1,True,
1785988824.91379,active_health_V20_I3,14,20.0,1.79,35.8,94.21052631578947,low_power,-4.200000000000003,1,True,
1785988824.91379,active_health_V20_I3,15,20.0,1.84,36.800000000000004,96.8421052631579,low_power,-3.1999999999999957,1,True,
1785988824.91379,active_health_V20_I3,16,20.0,1.71,34.2,90.00000000000001,low_power,-5.799999999999997,1,True,
1785988824.91379,active_health_V20_I3,17,19.99,2.03,40.579699999999995,100.0,healthy,0.5796999999999954,1,True,
1785988824.91379,active_health_V20_I3,18,20.01,1.95,39.0195,100.0,healthy,-0.9804999999999993,1,True,
1785988824.91379,active_health_V20_I3,19,19.99,1.91,38.180899999999994,100.0,healthy,-1.819100000000006,1,True,
1785988824.91379,active_health_V20_I3,20,20.0,1.86,37.2,97.89473684210527,low_power,-2.799999999999997,1,True,
1785988824.91379,active_health_V20_I3,21,20.01,1.8,36.018,94.78421052631579,low_power,-3.9819999999999993,1,True,
1785988824.91379,active_health_V20_I3,22,20.01,1.82,36.418200000000006,95.83736842105264,low_power,-3.581799999999994,1,True,
1785988824.91379,active_health_V20_I3,23,20.0,1.83,36.6,96.3157894736842,low_power,-3.3999999999999986,1,True,
1785988824.91379,active_health_V20_I3,24,19.99,1.98,39.5802,100.0,healthy,-0.41980000000000217,1,True,
1785988824.91379,active_health_V20_I3,25,20.0,2.0,40.0,100.0,healthy,0.0,1,True,
1785988824.91379,active_health_V20_I3,26,20.0,1.99,39.8,100.0,healthy,-0.20000000000000284,1,True,
1785988824.91379,active_health_V20_I3,27,19.99,1.91,38.180899999999994,100.0,healthy,-1.819100000000006,1,True,
1785988824.91379,active_health_V20_I3,28,19.99,2.02,40.379799999999996,100.0,healthy,0.3797999999999959,1,True,
1785988824.91379,active_health_V20_I3,29,20.0,1.83,36.6,96.3157894736842,low_power,-3.3999999999999986,1,True,
1785988824.91379,active_health_V20_I3,30,19.99,1.98,39.5802,100.0,healthy,-0.41980000000000217,1,True,
