timestamp,tag,addr,V_read,I_read,P_power_supply,health,health_status,health_error_W,status_raw,is_on,error
1785986740.547251,active_health_V20_I3,1,20.0,2.09,41.8,100.0,healthy,1.7999999999999972,1,True,
1785986740.547251,active_health_V20_I3,2,8.02,3.0,24.06,63.31578947368421,low_power,-15.940000000000001,1,True,
1785986740.547251,active_health_V20_I3,3,20.0,1.87,37.400000000000006,98.42105263157896,low_power,-2.5999999999999943,1,True,
1785986740.547251,active_health_V20_I3,4,20.01,1.89,37.8189,99.52342105263158,low_power,-2.1811000000000007,1,True,
1785986740.547251,active_health_V20_I3,5,20.0,2.05,41.0,100.0,healthy,1.0,1,True,
1785986740.547251,active_health_V20_I3,6,20.01,2.05,41.0205,100.0,healthy,1.0204999999999984,1,True,
1785986740.547251,active_health_V20_I3,7,19.99,1.99,39.7801,100.0,healthy,-0.21990000000000265,1,True,
1785986740.547251,active_health_V20_I3,8,20.01,1.83,36.618300000000005,96.36394736842107,low_power,-3.381699999999995,1,True,
1785986740.547251,active_health_V20_I3,9,20.01,1.81,36.21810000000001,95.31078947368424,low_power,-3.781899999999993,1,True,
1785986740.547251,active_health_V20_I3,10,19.99,1.88,37.581199999999995,98.89789473684209,low_power,-2.4188000000000045,1,True,
1785986740.547251,active_health_V20_I3,11,20.0,1.84,36.800000000000004,96.8421052631579,low_power,-3.1999999999999957,1,True,
1785986740.547251,active_health_V20_I3,12,20.0,1.8,36.0,94.73684210526316,low_power,-4.0,1,True,
1785986740.547251,active_health_V20_I3,13,20.0,1.81,36.2,95.26315789473685,low_power,-3.799999999999997,1,True,
1785986740.547251,active_health_V20_I3,14,20.01,1.81,36.21810000000001,95.31078947368424,low_power,-3.781899999999993,1,True,
1785986740.547251,active_health_V20_I3,15,20.0,1.82,36.4,95.78947368421052,low_power,-3.6000000000000014,1,True,
1785986740.547251,active_health_V20_I3,16,19.99,1.73,34.582699999999996,91.00710526315788,low_power,-5.4173000000000044,1,True,
