freq_GHz,S21_dB,S31_dB,S41_dB,S51_dB,S61_dB
1.000000000000000021e-02,-7.743617514199999619e+01,-7.611714025099999503e+01,-8.363541973899999959e+01,-7.852380650599999967e+01,-7.185823296899999946e+01
3.001001001000000099e-02,-7.296890978499999392e+01,-7.806363951299999826e+01,-8.167539219200000389e+01,-7.496643539699999792e+01,-7.811868336400000601e+01
5.002002002000000003e-02,-7.953468020900000113e+01,-8.387088279699999305e+01,-8.555125521799999433e+01,-7.900152108700000042e+01,-8.123404249300000401e+01
7.003003002999999560e-02,-7.721776375000000314e+01,-8.414043576800000324e+01,-7.436904537799999559e+01,-7.695888615399999821e+01,-7.502787958800000467e+01
9.004004004000000505e-02,-7.911553188300000272e+01,-7.997972717099999329e+01,-8.473867563899999311e+01,-8.668423881100000017e+01,-7.999074970799999562e+01
1.100500500500000006e-01,-9.056213799299999323e+01,-9.130716126199999394e+01,-8.558076032699999303e+01,-9.397404714399999648e+01,-9.515114344699999549e+01
1.300600600600000101e-01,-8.312739147199999934e+01,-8.442433846299999800e+01,-8.266826091100000440e+01,-7.150870734999999456e+01,-8.259544696999999758e+01
1.500700700700000056e-01,-8.386660145700000157e+01,-8.224567453999999600e+01,-8.342266255500000227e+01,-8.846305449400000498e+01,-8.285115133700000456e+01
1.700800800800000012e-01,-7.406633209000000306e+01,-7.408684992499999566e+01,-8.113350553799999432e+01,-1.075710191499999979e+02,-8.519611966099999734e+01
1.900900900899999968e-01,-8.071565224200000443e+01,-8.876920875899999430e+01,-8.036590864400000100e+01,-7.696844867299999748e+01,-7.751702516000000287e+01
2.101001000999999924e-01,-8.708268354800000566e+01,-8.324051659399999892e+01,-8.680702083900000332e+01,-8.266752306700000474e+01,-8.953053486199999611e+01
2.301101101100000157e-01,-7.866275075199999378e+01,-1.112898655500000018e+02,-8.330988969400000599e+01,-8.776531884999999988e+01,-8.155386421999999413e+01
2.501201201200000113e-01,-7.231373331000000348e+01,-8.487011396500000160e+01,-7.064186937399999522e+01,-8.071938253499999405e+01,-7.561037566999999626e+01
2.701301301299999791e-01,-8.214025974700000177e+01,-8.028757043699999940e+01,-7.522685195900000110e+01,-8.546151025700000048e+01,-7.793116625400000430e+01
2.901401401400000024e-01,-8.207363368299999706e+01,-8.631825328499999728e+01,-9.224722115100000508e+01,-7.973182738200000585e+01,-7.670151977400000476e+01
3.101501501499999702e-01,-8.344557989400000508e+01,-9.228551637600000390e+01,-7.876848163200000386e+01,-8.119778818700000045e+01,-8.384587277200000699e+01
3.301601601600000491e-01,-8.114538011800000561e+01,-8.282273520900000108e+01,-7.169458742999999856e+01,-8.768090033500000402e+01,-8.445973210200000381e+01
3.501701701700000169e-01,-8.045830472500000496e+01,-7.665779873200000338e+01,-8.329755899399999919e+01,-7.842380042199999934e+01,-7.730057488699999624e+01
3.701801801799999847e-01,-7.303239550199999996e+01,-9.550745271600000308e+01,-7.258792604799999992e+01,-8.359252100400000529e+01,-7.331004358699999557e+01
3.901901901900000080e-01,-8.547057100799999318e+01,-7.026331399900000463e+01,-7.286500370199999566e+01,-8.001546419599999638e+01,-7.303692419799999413e+01
4.102002001999999758e-01,-8.558603458800000396e+01,-7.373868063999999833e+01,-7.301367222199999674e+01,-8.163929658399999312e+01,-7.000822022799999900e+01
4.302102102099999992e-01,-7.489934260600000471e+01,-7.475440977399999554e+01,-7.434055791299999782e+01,-8.046521833500000298e+01,-7.444308544199999744e+01
4.502202202200000225e-01,-7.100315820100000508e+01,-8.523964970500000504e+01,-7.735746315900000525e+01,-7.678918861299999321e+01,-7.272715920599999606e+01
4.702302302300000458e-01,-7.639554076500000690e+01,-7.880865984199999730e+01,-7.625554081600000700e+01,-8.686864652399999898e+01,-6.759279788700000324e+01
4.902402402400000136e-01,-7.312203078899999298e+01,-7.402203722699999844e+01,-7.138796425300000692e+01,-9.658478441299999417e+01,-7.090636906199999601e+01
5.102502502500000370e-01,-7.476919313300000169e+01,-7.872450373899999931e+01,-7.601318206300000213e+01,-7.834985803399999327e+01,-6.754499118600000429e+01
5.302602602599999493e-01,-7.504247827099999313e+01,-7.626107386399999655e+01,-6.858242008700000270e+01,-7.923559098100000142e+01,-7.219583369999999434e+01
5.502702702699999726e-01,-7.689819853299999863e+01,-7.912758344300000601e+01,-7.084437549099999387e+01,-8.210905318800000430e+01,-6.417472292300000447e+01
