freq_GHz,S21_dB,S31_dB,S41_dB,S51_dB,S61_dB
1.000000000000000021e-02,-6.937065052200000537e+01,-7.475834030500000438e+01,-8.060434080900000708e+01,-7.088862392400000090e+01,-7.088015865200000576e+01
3.001001001000000099e-02,-7.416995235299999933e+01,-7.065408956900000703e+01,-8.470474330400000440e+01,-8.718796554099999696e+01,-7.982212957599999470e+01
5.002002002000000003e-02,-8.914973478400000317e+01,-8.265664567999999690e+01,-8.108455147499999782e+01,-8.744007696399999929e+01,-8.237371569100000102e+01
7.003003002999999560e-02,-7.694279568800000391e+01,-8.168436973000000023e+01,-7.674749058000000446e+01,-8.594166330599999526e+01,-7.900936170699999650e+01
9.004004004000000505e-02,-8.045962757899999929e+01,-8.267578443899999741e+01,-8.097534939899999529e+01,-7.811142505499999800e+01,-7.468904907399999615e+01
1.100500500500000006e-01,-7.742341259500000206e+01,-7.546518924400000117e+01,-8.141199082699999678e+01,-7.917507618800000557e+01,-7.208751371200000335e+01
1.300600600600000101e-01,-8.387002255000000162e+01,-8.768815837900000076e+01,-7.745274041199999715e+01,-7.394172281699999871e+01,-8.351010010699999953e+01
1.500700700700000056e-01,-8.389379086799999641e+01,-8.360073735899999292e+01,-8.281444728099999963e+01,-8.519489345099999866e+01,-9.864124520599999357e+01
1.700800800800000012e-01,-7.761885556800000074e+01,-8.305719336500000338e+01,-8.083201450599999305e+01,-8.065083588599999587e+01,-8.680485955300000001e+01
1.900900900899999968e-01,-7.772432991499999844e+01,-8.995418324000000609e+01,-7.396135339900000361e+01,-7.450659695699999929e+01,-7.437054913199999362e+01
2.101001000999999924e-01,-7.741039645399999358e+01,-8.193931130800000062e+01,-8.281233306500000424e+01,-8.544629501599999344e+01,-8.690718893800000444e+01
2.301101101100000157e-01,-7.407934382199999845e+01,-7.740934610399999372e+01,-8.289745488799999862e+01,-7.835259875500000248e+01,-7.477354489699999363e+01
2.501201201200000113e-01,-9.138905054800000016e+01,-8.185378594899999882e+01,-8.005335286899999403e+01,-7.802030005500000698e+01,-7.485764810000000580e+01
2.701301301299999791e-01,-8.785834864199999572e+01,-8.820560408999999424e+01,-9.307962983299999848e+01,-8.071443106300000636e+01,-7.418959764299999904e+01
2.901401401400000024e-01,-8.217164429599999664e+01,-7.479737279799999783e+01,-7.776987668900000017e+01,-8.068637232800000447e+01,-7.904081428300000312e+01
3.101501501499999702e-01,-8.989051595300000486e+01,-7.210510003100000631e+01,-7.574195784699999479e+01,-9.010167874699999402e+01,-7.466052282500000103e+01
3.301601601600000491e-01,-7.916852812099999426e+01,-6.990059044900000629e+01,-7.337346845999999800e+01,-8.071778003000000012e+01,-7.444884075000000223e+01
3.501701701700000169e-01,-7.448331285599999774e+01,-7.688085263899999688e+01,-8.023458733200000381e+01,-8.005486931100000447e+01,-7.415752652899999475e+01
3.701801801799999847e-01,-7.576774645599999758e+01,-7.486823299899999995e+01,-8.407032543900000121e+01,-7.770641094900000212e+01,-7.477226583700000617e+01
3.901901901900000080e-01,-7.196556415000000584e+01,-8.360835196600000074e+01,-7.915249502999999720e+01,-7.418429790300000093e+01,-8.862859319300000038e+01
4.102002001999999758e-01,-7.926975888200000497e+01,-7.973124892699999577e+01,-8.650057209400000602e+01,-7.725034882799999991e+01,-7.182160454799999627e+01
4.302102102099999992e-01,-8.651730073900000662e+01,-7.073043922700000508e+01,-7.473998801300000139e+01,-8.333256310000000155e+01,-7.462763262800000064e+01
4.502202202200000225e-01,-8.608194824000000267e+01,-8.803731144399999664e+01,-8.856245229300000688e+01,-7.641657124900000042e+01,-7.696226518899999292e+01
4.702302302300000458e-01,-7.892712279100000217e+01,-8.000679671499999301e+01,-6.959294023399999674e+01,-6.934701423299999590e+01,-7.047083801200000153e+01
4.902402402400000136e-01,-8.111819701100000657e+01,-8.106751319299999636e+01,-6.921942229399999746e+01,-7.588601304399999492e+01,-7.361440599700000575e+01
5.102502502500000370e-01,-7.985973157700000513e+01,-7.459289973699999621e+01,-7.317054287300000226e+01,-7.879266570199999364e+01,-6.720262285200000463e+01
5.302602602599999493e-01,-8.606588632400000449e+01,-6.959203585699999906e+01,-7.706857431699999950e+01,-7.874512199599999462e+01,-6.607644533699999556e+01
5.502702702699999726e-01,-8.377592487100000085e+01,-7.674321508600000641e+01,-6.620627686199999573e+01,-7.479591984600000387e+01,-6.314630220400000127e+01
5.702802802799999959e-01,-6.420004216799999597e+01,-7.418758352400000433e+01,-6.653103104500000597e+01,-8.114858041700000513e+01,-6.214489520000000056e+01
5.902902902899999082e-01,-7.511885691000000520e+01,-7.212448022799999592e+01,-6.424466434100000356e+01,-7.533193873599999790e+01,-5.841063918799999755e+01
6.103003002999999316e-01,-9.532163165299999719e+01,-7.577238402700000108e+01,-6.017249462099999846e+01,-8.139374142299999448e+01,-5.804317309399999658e+01
6.303103103099999549e-01,-6.931443423599999676e+01,-7.700945449799999665e+01,-6.130171611800000164e+01,-7.477124553400000195e+01,-5.749594856099999873e+01
6.503203203200000893e-01,-6.409697836300000517e+01,-7.298817799799999761e+01,-5.677783702600000026e+01,-6.986806593800000087e+01,-5.669265067500000299e+01
6.703303303300000016e-01,-6.556978765799999564e+01,-7.241627409400000204e+01,-5.450934537999999918e+01,-7.340562855500000694e+01,-5.337881136200000043e+01
6.903403403400000249e-01,-6.204756810500000341e+01,-6.758911124499999801e+01,-5.390472137100000083e+01,-7.779648834299999294e+01,-5.270129490600000111e+01
7.103503503500000482e-01,-6.151537351500000028e+01,-6.056441943299999764e+01,-5.373293891800000210e+01,-6.710555501700000036e+01,-5.113554546299999970e+01
7.303603603599999605e-01,-6.175360343599999879e+01,-6.130249243000000092e+01,-5.333188489300000157e+01,-6.767436659800000598e+01,-4.904379229900000325e+01
7.503703703699999839e-01,-6.298479760699999730e+01,-6.105315361699999954e+01,-5.344100837399999904e+01,-6.956547661300000129e+01,-4.916089467999999840e+01
7.703803803800000072e-01,-6.442153236000000049e+01,-5.972843523200000249e+01,-5.387576021800000348e+01,-6.478011795800000527e+01,-4.810530289500000123e+01
7.903903903900000305e-01,-5.959868596999999824e+01,-5.787117742699999923e+01,-5.113557274800000130e+01,-6.282683151799999877e+01,-4.725872823299999936e+01
8.104004003999999428e-01,-5.771119827399999735e+01,-5.814103385899999665e+01,-5.018182912399999651e+01,-6.595047376300000508e+01,-4.659004429299999828e+01
8.304104104099999661e-01,-5.662796037300000052e+01,-6.235132260999999687e+01,-5.060368266500000090e+01,-6.823529103600000667e+01,-4.609838600500000183e+01
