freq_GHz,S21_dB,S31_dB,S41_dB,S51_dB,S61_dB
1.000000000000000021e-02,-7.354815246399999751e+01,-6.674390197200000330e+01,-7.328477579600000524e+01,-6.912897657300000276e+01,-7.679639955000000384e+01
3.001001001000000099e-02,-8.921727769000000308e+01,-7.196666197000000409e+01,-7.570998977899999716e+01,-7.764999814300000480e+01,-8.751177066900000057e+01
5.002002002000000003e-02,-7.585314047100000323e+01,-7.953037829500000555e+01,-7.976991853399999854e+01,-8.407111343600000453e+01,-8.162363296799999546e+01
7.003003002999999560e-02,-7.593286469900000668e+01,-8.351100722500000018e+01,-7.496013143199999718e+01,-7.484711480100000358e+01,-7.559034606900000597e+01
9.004004004000000505e-02,-7.500723687500000381e+01,-8.016819377500000599e+01,-7.927566042099999777e+01,-8.773305331299999921e+01,-9.947106719500000338e+01
1.100500500500000006e-01,-7.541047445099999891e+01,-8.200661742799999843e+01,-8.117261519500000588e+01,-8.394360792400000548e+01,-7.999294140400000686e+01
1.300600600600000101e-01,-8.305700123799999801e+01,-8.455163070999999775e+01,-7.650377400200000011e+01,-7.976683927000000551e+01,-7.825785022300000549e+01
1.500700700700000056e-01,-7.885571197199999460e+01,-7.648140564899999561e+01,-8.042517074200000593e+01,-8.554642858500000102e+01,-8.069607636199999945e+01
1.700800800800000012e-01,-7.217610894599999938e+01,-7.963690472300000067e+01,-7.245119813399999487e+01,-7.834143102100000533e+01,-8.332245322599999326e+01
1.900900900899999968e-01,-8.168902945000000670e+01,-7.811486234900000625e+01,-9.292023824499999307e+01,-8.101671498499999302e+01,-7.784730597700000487e+01
2.101001000999999924e-01,-8.165658182500000351e+01,-7.205050703199999873e+01,-8.215440189599999599e+01,-8.290714171300000146e+01,-8.266851759499999730e+01
2.301101101100000157e-01,-7.847630388199999629e+01,-8.419504866100000129e+01,-9.525023938699999349e+01,-7.966958395000000337e+01,-8.376220361599999364e+01
2.501201201200000113e-01,-7.656960171699999762e+01,-8.658715121900000611e+01,-8.430648528499999372e+01,-7.762924152799999433e+01,-8.435243012700000520e+01
