freq_GHz,S21_dB,S31_dB,S41_dB,S51_dB,S61_dB
1.000000000000000021e-02,-9.478049444600000584e+01,-8.109287453899999321e+01,-7.320279416099999992e+01,-6.871039041599999564e+01,-7.064217117900000176e+01
3.001001001000000099e-02,-7.906155333700000654e+01,-6.988577216500000588e+01,-7.231945197699999994e+01,-8.069729249099999890e+01,-8.110581286400000067e+01
5.002002002000000003e-02,-8.730307660100000078e+01,-7.686661803200000520e+01,-7.885731529000000251e+01,-8.146080127899999468e+01,-7.681896473400000502e+01
7.003003002999999560e-02,-8.086745233800000676e+01,-8.216075708600000382e+01,-7.200252359799999624e+01,-8.212091298699999697e+01,-7.589311478800000543e+01
9.004004004000000505e-02,-8.503433925999999587e+01,-7.759566341500000419e+01,-8.802175690400000008e+01,-7.561016263700000195e+01,-8.406130842700000017e+01
1.100500500500000006e-01,-7.512260646900000438e+01,-7.274294505700000002e+01,-7.522355086299999982e+01,-8.630056299400000341e+01,-7.627752483899999447e+01
1.300600600600000101e-01,-8.006977733200000102e+01,-8.236169434599999306e+01,-7.974415607599999589e+01,-8.413043723299999499e+01,-9.398155664499999773e+01
1.500700700700000056e-01,-7.668254905800000643e+01,-1.106723291299999943e+02,-8.631747438899999736e+01,-8.396011830000000487e+01,-8.714365777199999741e+01
1.700800800800000012e-01,-8.408254258300000572e+01,-7.971211913099999435e+01,-8.082528391099999965e+01,-8.459992137300000081e+01,-9.074932848500000659e+01
1.900900900899999968e-01,-9.257917705799999908e+01,-7.635842461500000411e+01,-8.432028010899999515e+01,-7.773468932599999448e+01,-7.932089486499999964e+01
2.101001000999999924e-01,-7.647947824800000660e+01,-7.581506456200000343e+01,-7.670856291699999474e+01,-7.971653055299999835e+01,-8.680852077000000122e+01
2.301101101100000157e-01,-7.837861733100000095e+01,-8.200145776300000477e+01,-8.130116358099999729e+01,-8.252887150300000485e+01,-7.720351521499999592e+01
2.501201201200000113e-01,-7.812519758300000206e+01,-7.945821634899999708e+01,-7.660567532500000709e+01,-7.767972587500000259e+01,-8.718162544800000546e+01
2.701301301299999791e-01,-7.402738008699999739e+01,-8.560433876999999825e+01,-7.998343239099999380e+01,-8.540139553299999875e+01,-8.022688125499999501e+01
2.901401401400000024e-01,-7.972531087699999830e+01,-8.068085241599999335e+01,-8.503452141699999345e+01,-9.160710841099999868e+01,-7.479282704199999898e+01
