freq_GHz,S21_dB,S31_dB,S41_dB,S51_dB,S61_dB
1.000000000000000021e-02,-8.023976586499999542e+01,-7.692637708200000191e+01,-8.031097309700000153e+01,-7.413022032799999295e+01,-8.326322074799999484e+01
3.001001001000000099e-02,-7.816210854899999561e+01,-7.483320578699999714e+01,-7.402882994600000188e+01,-7.909758577499999888e+01,-7.789273622199999636e+01
5.002002002000000003e-02,-8.603150511299999437e+01,-7.841297595400000375e+01,-7.623120397799999637e+01,-8.996967522699999620e+01,-8.343557610499999555e+01
7.003003002999999560e-02,-8.199623417499999789e+01,-7.071284289999999828e+01,-7.206825686499999506e+01,-7.574412768099999482e+01,-7.754560925799999893e+01
9.004004004000000505e-02,-7.921243131600000709e+01,-8.328379413199999703e+01,-8.039195914500000129e+01,-7.943784676399999967e+01,-7.913381975900000498e+01
1.100500500500000006e-01,-8.423687437499999930e+01,-8.648446178199999679e+01,-8.145678633699999693e+01,-8.102694544499999552e+01,-7.956537984400000596e+01
1.300600600600000101e-01,-7.843719495300000233e+01,-7.723631291200000248e+01,-7.838623610999999869e+01,-7.818214718500000515e+01,-8.255473492800000201e+01
1.500700700700000056e-01,-8.684727323399999932e+01,-8.184082253500000093e+01,-8.796002072100000646e+01,-7.759286503100000232e+01,-8.039869201099999430e+01
1.700800800800000012e-01,-8.313585241900000256e+01,-8.697995088999999780e+01,-8.146868328099999701e+01,-8.814808271299999376e+01,-7.588228383000000576e+01
1.900900900899999968e-01,-8.171610959599999546e+01,-7.844500154799999336e+01,-7.383339398100000039e+01,-8.460267383900000482e+01,-8.416122719099999472e+01
2.101001000999999924e-01,-8.129922213499999373e+01,-7.574948322199999495e+01,-8.995558851500000230e+01,-8.195956668300000558e+01,-8.177804069299999412e+01
2.301101101100000157e-01,-7.892930413400000589e+01,-8.497075574999999503e+01,-8.520214741600000252e+01,-7.722367146400000593e+01,-7.614914710799999398e+01
2.501201201200000113e-01,-7.646982314100000622e+01,-7.867884170099999608e+01,-7.573406883799999889e+01,-9.056847215899999526e+01,-7.413811942300000624e+01
2.701301301299999791e-01,-7.864960034599999972e+01,-7.660704079399999955e+01,-8.790230642599999555e+01,-8.033354033899999536e+01,-9.019937401399999999e+01
2.901401401400000024e-01,-8.004727266800000507e+01,-7.593743425799999613e+01,-7.652668624300000033e+01,-7.358802676099999474e+01,-7.896893890399999805e+01
3.101501501499999702e-01,-8.605438905699999452e+01,-1.003701832600000046e+02,-7.969822635900000307e+01,-7.589882874799999968e+01,-7.671550372500000492e+01
3.301601601600000491e-01,-7.903814278500000512e+01,-7.490653333699999905e+01,-8.708053279799999302e+01,-7.431758048700000074e+01,-7.889691612299999690e+01
3.501701701700000169e-01,-8.373574620899999843e+01,-7.436401629499999899e+01,-7.515365235000000155e+01,-7.884768649800000162e+01,-7.426012989999999547e+01
3.701801801799999847e-01,-9.086894393599999376e+01,-7.743329586400000153e+01,-7.756383283799999617e+01,-7.650128442300000131e+01,-8.104250877799999841e+01
3.901901901900000080e-01,-8.075466134699999543e+01,-7.646488612199999579e+01,-7.163888827399999570e+01,-7.964736892400000556e+01,-7.275613819000000149e+01
4.102002001999999758e-01,-7.576136857599999530e+01,-7.110217218200000389e+01,-7.224644642100000169e+01,-7.916080905699999448e+01,-7.000687864500000046e+01
4.302102102099999992e-01,-8.821491003100000228e+01,-7.949250244700000678e+01,-8.032749810400000001e+01,-7.857817358900000215e+01,-7.253813471099999788e+01
4.502202202200000225e-01,-8.189656078299999820e+01,-8.244184372399999461e+01,-7.638638499200000354e+01,-7.805568927400000234e+01,-7.382333103599999902e+01
4.702302302300000458e-01,-7.418661244199999771e+01,-7.522784874500000285e+01,-7.367691406900000572e+01,-8.500087525000000710e+01,-7.107279836600000067e+01
4.902402402400000136e-01,-8.067966361199999881e+01,-7.347727947900000345e+01,-6.902133643800000584e+01,-1.011501510800000005e+02,-7.077229202899999905e+01
5.102502502500000370e-01,-7.932536491000000467e+01,-7.411145493600000123e+01,-7.190795761100000050e+01,-7.929887962300000481e+01,-7.146589886099999944e+01
5.302602602599999493e-01,-7.642049934499999608e+01,-7.752996252500000196e+01,-6.569781402899999989e+01,-8.191539292800000283e+01,-6.776017243299999393e+01
5.502702702699999726e-01,-7.632331206700000337e+01,-8.047291501600000174e+01,-6.291659884799999958e+01,-7.924790462800000057e+01,-6.701417879800000321e+01
5.702802802799999959e-01,-7.291191208600000095e+01,-8.340083563999999683e+01,-6.009922551700000071e+01,-8.785431393599999694e+01,-6.015946886199999710e+01
5.902902902899999082e-01,-6.554463332100000628e+01,-6.704216658999999368e+01,-5.777298678500000051e+01,-7.361670446300000492e+01,-6.046059190999999799e+01
6.103003002999999316e-01,-6.588320551900000055e+01,-8.145466886399999851e+01,-5.590118299899999954e+01,-7.647411113699999419e+01,-5.827804094999999762e+01
6.303103103099999549e-01,-7.090062812399999359e+01,-7.173506254800000193e+01,-5.452885605099999822e+01,-7.307134108900000058e+01,-5.774421878399999741e+01
6.503203203200000893e-01,-6.564037701799999525e+01,-6.986704581700000460e+01,-5.065867629400000283e+01,-6.718875343400000588e+01,-5.559688728199999730e+01
6.703303303300000016e-01,-7.053987777999999764e+01,-6.366821933300000325e+01,-4.931664865700000178e+01,-6.924767128599999921e+01,-5.232828947200000158e+01
6.903403403400000249e-01,-6.315496433500000251e+01,-6.729798197899999934e+01,-4.811964799100000079e+01,-6.561526575000000605e+01,-5.075169026399999694e+01
7.103503503500000482e-01,-6.147701174000000179e+01,-6.515791535399999646e+01,-4.877812198299999835e+01,-6.315411631100000278e+01,-4.936751785100000234e+01
7.303603603599999605e-01,-5.760445359700000267e+01,-5.987047145900000089e+01,-4.807536442300000346e+01,-6.132353268800000023e+01,-4.831804994600000214e+01
7.503703703699999839e-01,-5.711384372399999876e+01,-5.850878009400000224e+01,-4.859744609100000190e+01,-6.559839474400000370e+01,-4.752466826399999889e+01
7.703803803800000072e-01,-5.753092304500000154e+01,-6.187520589999999743e+01,-4.928305485900000349e+01,-6.709987817600000426e+01,-4.609687450100000206e+01
7.903903903900000305e-01,-5.555656187200000318e+01,-5.959662095000000193e+01,-4.835934610700000036e+01,-6.218932211300000290e+01,-4.528816309799999829e+01
8.104004003999999428e-01,-5.684097042599999838e+01,-6.688513516800000502e+01,-4.706521367399999889e+01,-6.083604965899999684e+01,-4.469332245599999709e+01
8.304104104099999661e-01,-5.443416067399999747e+01,-7.139053644899999540e+01,-4.773467677299999679e+01,-6.012045764799999858e+01,-4.460363835999999793e+01
8.504204204199999895e-01,-5.373868932300000267e+01,-5.645504982199999944e+01,-4.850208011000000141e+01,-5.722065262999999646e+01,-4.505843620899999991e+01
8.704304304299999018e-01,-5.268728159500000174e+01,-5.351273861300000334e+01,-4.746556137400000352e+01,-5.592067848899999660e+01,-4.560650474500000229e+01
8.904404404400000361e-01,-5.244121883599999734e+01,-5.896062555400000349e+01,-4.728085265600000042e+01,-5.684911739100000005e+01,-4.524183361099999701e+01
9.104504504500000595e-01,-5.331389676900000296e+01,-5.605887803299999916e+01,-4.720486405900000193e+01,-5.504846226499999773e+01,-4.486625197299999712e+01
9.304604604600000828e-01,-5.321888075500000070e+01,-5.993854535900000258e+01,-4.656232305700000040e+01,-5.526191399199999665e+01,-4.455449338300000051e+01
9.504704704699999951e-01,-5.450342007900000141e+01,-5.734699885500000249e+01,-4.679311752299999938e+01,-5.738655475899999914e+01,-4.495044413800000171e+01
9.704804804800000184e-01,-5.589334424599999807e+01,-5.786488851200000028e+01,-4.676474864299999723e+01,-5.862363816500000269e+01,-4.591763672300000110e+01
9.904904904900000417e-01,-5.401472285500000226e+01,-6.063259129400000091e+01,-4.733166777200000297e+01,-5.982076582700000245e+01,-4.648403376499999951e+01
1.010500500500000065e+00,-5.542249135499999824e+01,-6.074794089400000274e+01,-4.758818738299999751e+01,-6.303491099000000020e+01,-4.693295835400000016e+01
1.030510510500000088e+00,-5.637870747699999896e+01,-6.200145068100000145e+01,-4.747546148699999691e+01,-5.921156846600000279e+01,-4.685936757500000027e+01
1.050520520500000110e+00,-6.251100965599999881e+01,-6.299104033300000083e+01,-4.777313256800000119e+01,-6.016698736299999695e+01,-4.694124045299999892e+01
1.070530530499999911e+00,-5.956417396500000194e+01,-5.797422318200000291e+01,-4.855939730200000071e+01,-6.141277096200000329e+01,-4.647638376599999788e+01
