timestamp,tag,addr,V_read,I_read,P_power_supply,health,health_status,health_error_W,status_raw,is_on,error
1785390302.5954602,active_health_call_20_V20_I3,89,19.99,2.03,40.579699999999995,100.0,healthy,0.5796999999999954,1,True,
1785390302.5954602,active_health_call_20_V20_I3,90,19.99,2.0,39.98,100.0,healthy,-0.020000000000003126,1,True,
1785390302.5954602,active_health_call_20_V20_I3,91,20.0,1.99,39.8,100.0,healthy,-0.20000000000000284,1,True,
1785391223.8978162,active_health_call_40_V20_I3,1,20.01,2.34,46.8234,100.0,healthy,6.8233999999999995,1,True,
1785391223.8978162,active_health_call_40_V20_I3,2,20.0,1.98,39.6,100.0,healthy,-0.3999999999999986,1,True,
1785391223.8978162,active_health_call_40_V20_I3,3,20.01,2.06,41.220600000000005,100.0,healthy,1.2206000000000046,1,True,
1785391223.8978162,active_health_call_40_V20_I3,4,20.01,2.3,46.023,100.0,healthy,6.023000000000003,1,True,
1785391223.8978162,active_health_call_40_V20_I3,5,19.99,2.23,44.57769999999999,100.0,healthy,4.577699999999993,1,True,
1785391223.8978162,active_health_call_40_V20_I3,6,20.01,2.05,41.0205,100.0,healthy,1.0204999999999984,1,True,
1785391223.8978162,active_health_call_40_V20_I3,7,19.99,2.13,42.5787,100.0,healthy,2.5786999999999978,1,True,
1785391223.8978162,active_health_call_40_V20_I3,8,19.99,1.97,39.3803,100.0,healthy,-0.6197000000000017,1,True,
1785391223.8978162,active_health_call_40_V20_I3,9,20.01,1.98,39.619800000000005,100.0,healthy,-0.380199999999995,1,True,
1785391223.8978162,active_health_call_40_V20_I3,10,20.01,1.99,39.819900000000004,100.0,healthy,-0.18009999999999593,1,True,
1785391223.8978162,active_health_call_40_V20_I3,11,20.0,2.05,41.0,100.0,healthy,1.0,1,True,
1785391223.8978162,active_health_call_40_V20_I3,12,20.0,2.11,42.199999999999996,100.0,healthy,2.1999999999999957,1,True,
1785391223.8978162,active_health_call_40_V20_I3,13,20.01,2.22,44.42220000000001,100.0,healthy,4.422200000000011,1,True,
1785391223.8978162,active_health_call_40_V20_I3,14,20.01,2.04,40.82040000000001,100.0,healthy,0.8204000000000065,1,True,
1785391223.8978162,active_health_call_40_V20_I3,15,20.0,2.06,41.2,100.0,healthy,1.2000000000000028,1,True,
1785391223.8978162,active_health_call_40_V20_I3,16,20.0,1.9,38.0,100.0,healthy,-2.0,1,True,
1785391223.8978162,active_health_call_40_V20_I3,17,19.99,2.18,43.5782,100.0,healthy,3.5782000000000025,1,True,
1785391223.8978162,active_health_call_40_V20_I3,18,20.0,2.02,40.4,100.0,healthy,0.3999999999999986,1,True,
1785391223.8978162,active_health_call_40_V20_I3,19,20.01,2.04,40.82040000000001,100.0,healthy,0.8204000000000065,1,True,
1785391223.8978162,active_health_call_40_V20_I3,20,20.0,1.99,39.8,100.0,healthy,-0.20000000000000284,1,True,
1785391223.8978162,active_health_call_40_V20_I3,21,20.01,2.06,41.220600000000005,100.0,healthy,1.2206000000000046,1,True,
1785391223.8978162,active_health_call_40_V20_I3,22,19.99,2.5,49.974999999999994,100.0,healthy,9.974999999999994,1,True,
1785391223.8978162,active_health_call_40_V20_I3,23,20.01,1.98,39.619800000000005,100.0,healthy,-0.380199999999995,1,True,
1785391223.8978162,active_health_call_40_V20_I3,24,20.0,2.07,41.4,100.0,healthy,1.3999999999999986,1,True,
1785391223.8978162,active_health_call_40_V20_I3,25,20.01,2.31,46.2231,100.0,healthy,6.223100000000002,1,True,
1785391223.8978162,active_health_call_40_V20_I3,26,20.0,2.29,45.8,100.0,healthy,5.799999999999997,1,True,
1785391223.8978162,active_health_call_40_V20_I3,27,20.0,2.13,42.599999999999994,100.0,healthy,2.5999999999999943,1,True,
1785391223.8978162,active_health_call_40_V20_I3,28,19.99,2.16,43.178399999999996,100.0,healthy,3.1783999999999963,1,True,
1785391223.8978162,active_health_call_40_V20_I3,29,20.0,1.95,39.0,100.0,healthy,-1.0,1,True,
1785391223.8978162,active_health_call_40_V20_I3,30,20.01,1.98,39.619800000000005,100.0,healthy,-0.380199999999995,1,True,
1785391223.8978162,active_health_call_40_V20_I3,31,20.0,2.14,42.800000000000004,100.0,healthy,2.8000000000000043,1,True,
1785391223.8978162,active_health_call_40_V20_I3,32,19.99,2.01,40.17989999999999,100.0,healthy,0.1798999999999893,1,True,
1785391223.8978162,active_health_call_40_V20_I3,33,20.0,1.95,39.0,100.0,healthy,-1.0,1,True,
1785391223.8978162,active_health_call_40_V20_I3,34,20.01,2.25,45.0225,100.0,healthy,5.022500000000001,1,True,
1785391223.8978162,active_health_call_40_V20_I3,35,20.0,2.36,47.199999999999996,100.0,healthy,7.199999999999996,1,True,
1785391223.8978162,active_health_call_40_V20_I3,36,20.0,2.29,45.8,100.0,healthy,5.799999999999997,1,True,
1785391223.8978162,active_health_call_40_V20_I3,37,20.0,2.07,41.4,100.0,healthy,1.3999999999999986,1,True,
1785391223.8978162,active_health_call_40_V20_I3,38,20.0,2.04,40.8,100.0,healthy,0.7999999999999972,1,True,
1785391223.8978162,active_health_call_40_V20_I3,39,19.99,1.97,39.3803,100.0,healthy,-0.6197000000000017,1,True,
1785391223.8978162,active_health_call_40_V20_I3,40,20.01,2.03,40.6203,100.0,healthy,0.6203000000000003,1,True,
1785391223.8978162,active_health_call_40_V20_I3,41,20.01,2.01,40.2201,100.0,healthy,0.22010000000000218,1,True,
1785391223.8978162,active_health_call_40_V20_I3,42,19.99,1.93,38.58069999999999,100.0,healthy,-1.419300000000007,1,True,
1785391223.8978162,active_health_call_40_V20_I3,43,20.0,2.09,41.8,100.0,healthy,1.7999999999999972,1,True,
1785391223.8978162,active_health_call_40_V20_I3,44,20.0,2.26,45.199999999999996,100.0,healthy,5.199999999999996,1,True,
1785391223.8978162,active_health_call_40_V20_I3,45,20.01,2.28,45.6228,100.0,healthy,5.622799999999998,1,True,
1785391223.8978162,active_health_call_40_V20_I3,46,20.01,2.2,44.022000000000006,100.0,healthy,4.022000000000006,1,True,
1785391223.8978162,active_health_call_40_V20_I3,47,20.0,2.33,46.6,100.0,healthy,6.600000000000001,1,True,
1785391223.8978162,active_health_call_40_V20_I3,48,20.0,2.04,40.8,100.0,healthy,0.7999999999999972,1,True,
1785391223.8978162,active_health_call_40_V20_I3,49,20.0,2.05,41.0,100.0,healthy,1.0,1,True,
1785391223.8978162,active_health_call_40_V20_I3,50,19.99,2.17,43.378299999999996,100.0,healthy,3.378299999999996,1,True,
1785391223.8978162,active_health_call_40_V20_I3,51,20.0,2.02,40.4,100.0,healthy,0.3999999999999986,1,True,
1785391223.8978162,active_health_call_40_V20_I3,52,20.01,2.04,40.82040000000001,100.0,healthy,0.8204000000000065,1,True,
1785391223.8978162,active_health_call_40_V20_I3,53,20.01,2.22,44.42220000000001,100.0,healthy,4.422200000000011,1,True,
1785391223.8978162,active_health_call_40_V20_I3,54,19.99,2.16,43.178399999999996,100.0,healthy,3.1783999999999963,1,True,
1785391223.8978162,active_health_call_40_V20_I3,55,19.99,2.12,42.3788,100.0,healthy,2.3787999999999982,1,True,
1785391223.8978162,active_health_call_40_V20_I3,56,19.99,2.16,43.178399999999996,100.0,healthy,3.1783999999999963,1,True,
1785391223.8978162,active_health_call_40_V20_I3,57,20.01,2.11,42.2211,100.0,healthy,2.2211,1,True,
1785391223.8978162,active_health_call_40_V20_I3,58,19.99,2.19,43.778099999999995,100.0,healthy,3.778099999999995,1,True,
1785391223.8978162,active_health_call_40_V20_I3,59,19.99,2.1,41.979,100.0,healthy,1.9789999999999992,1,True,
1785391223.8978162,active_health_call_40_V20_I3,60,20.0,1.93,38.6,100.0,healthy,-1.3999999999999986,1,True,
1785391223.8978162,active_health_call_40_V20_I3,61,19.99,2.0,39.98,100.0,healthy,-0.020000000000003126,1,True,
1785391223.8978162,active_health_call_40_V20_I3,62,20.01,2.04,40.82040000000001,100.0,healthy,0.8204000000000065,1,True,
1785391223.8978162,active_health_call_40_V20_I3,63,19.99,2.03,40.579699999999995,100.0,healthy,0.5796999999999954,1,True,
1785391223.8978162,active_health_call_40_V20_I3,64,20.01,2.08,41.6208,100.0,healthy,1.6208000000000027,1,True,
1785391223.8978162,active_health_call_40_V20_I3,65,20.01,2.39,47.82390000000001,100.0,healthy,7.823900000000009,1,True,
1785391223.8978162,active_health_call_40_V20_I3,66,20.0,2.03,40.599999999999994,100.0,healthy,0.5999999999999943,1,True,
1785391223.8978162,active_health_call_40_V20_I3,67,20.01,2.1,42.02100000000001,100.0,healthy,2.021000000000008,1,True,
1785391223.8978162,active_health_call_40_V20_I3,68,20.0,2.18,43.6,100.0,healthy,3.6000000000000014,1,True,
1785391223.8978162,active_health_call_40_V20_I3,69,20.0,2.01,40.199999999999996,100.0,healthy,0.19999999999999574,1,True,
1785391223.8978162,active_health_call_40_V20_I3,70,19.99,2.04,40.779599999999995,100.0,healthy,0.779599999999995,1,True,
1785391223.8978162,active_health_call_40_V20_I3,71,19.99,2.11,42.17889999999999,100.0,healthy,2.1788999999999916,1,True,
1785391223.8978162,active_health_call_40_V20_I3,72,20.01,2.27,45.422700000000006,100.0,healthy,5.422700000000006,1,True,
1785391223.8978162,active_health_call_40_V20_I3,73,19.99,2.03,40.579699999999995,100.0,healthy,0.5796999999999954,1,True,
1785391223.8978162,active_health_call_40_V20_I3,74,20.0,1.97,39.4,100.0,healthy,-0.6000000000000014,1,True,
1785391223.8978162,active_health_call_40_V20_I3,75,19.99,2.01,40.17989999999999,100.0,healthy,0.1798999999999893,1,True,
1785391223.8978162,active_health_call_40_V20_I3,76,19.99,2.09,41.77909999999999,100.0,healthy,1.7790999999999926,1,True,
1785391223.8978162,active_health_call_40_V20_I3,77,19.99,2.22,44.3778,100.0,healthy,4.377800000000001,1,True,
1785391223.8978162,active_health_call_40_V20_I3,78,20.0,2.01,40.199999999999996,100.0,healthy,0.19999999999999574,1,True,
1785391223.8978162,active_health_call_40_V20_I3,79,20.0,2.19,43.8,100.0,healthy,3.799999999999997,1,True,
1785391223.8978162,active_health_call_40_V20_I3,80,19.99,2.13,42.5787,100.0,healthy,2.5786999999999978,1,True,
1785391223.8978162,active_health_call_40_V20_I3,81,19.99,1.91,38.180899999999994,100.0,healthy,-1.819100000000006,1,True,
1785391223.8978162,active_health_call_40_V20_I3,82,20.0,2.14,42.800000000000004,100.0,healthy,2.8000000000000043,1,True,
1785391223.8978162,active_health_call_40_V20_I3,83,20.0,2.22,44.400000000000006,100.0,healthy,4.400000000000006,1,True,
1785391223.8978162,active_health_call_40_V20_I3,84,19.99,1.95,38.9805,100.0,healthy,-1.0195000000000007,1,True,
1785391223.8978162,active_health_call_40_V20_I3,85,20.01,2.18,43.62180000000001,100.0,healthy,3.6218000000000075,1,True,
1785391223.8978162,active_health_call_40_V20_I3,86,20.01,1.96,39.2196,100.0,healthy,-0.7804000000000002,1,True,
1785391223.8978162,active_health_call_40_V20_I3,87,20.0,2.35,47.0,100.0,healthy,7.0,1,True,
1785391223.8978162,active_health_call_40_V20_I3,88,19.99,2.14,42.7786,100.0,healthy,2.7785999999999973,1,True,
1785391223.8978162,active_health_call_40_V20_I3,89,19.99,2.11,42.17889999999999,100.0,healthy,2.1788999999999916,1,True,
1785391223.8978162,active_health_call_40_V20_I3,90,19.99,2.01,40.17989999999999,100.0,healthy,0.1798999999999893,1,True,
1785391223.8978162,active_health_call_40_V20_I3,91,19.99,2.01,40.17989999999999,100.0,healthy,0.1798999999999893,1,True,
