freq_GHz,S21_dB,S31_dB,S41_dB,S51_dB,S61_dB
1.000000000000000021e-02,-7.407631044999999403e+01,-7.468449159200000054e+01,-7.994608394499999804e+01,-7.847171581099999571e+01,-7.797271499699999708e+01
3.001001001000000099e-02,-8.312371339300000272e+01,-7.853903421100000060e+01,-7.673682077200000151e+01,-7.369870980299999985e+01,-8.231133059100000082e+01
5.002002002000000003e-02,-8.054408571199999756e+01,-8.034204423799999972e+01,-7.503307066499999678e+01,-9.079119832400000689e+01,-7.991929526500000236e+01
7.003003002999999560e-02,-7.315376896799999429e+01,-8.100878645500000630e+01,-8.398938410499999918e+01,-8.457088869099999329e+01,-8.308527764400000137e+01
9.004004004000000505e-02,-8.630490395200000364e+01,-7.984858046399999409e+01,-7.674353961500000310e+01,-8.338621147000000633e+01,-8.620703351299999895e+01
1.100500500500000006e-01,-9.521168985200000634e+01,-7.712650750800000310e+01,-8.273862512499999866e+01,-8.818098876300000200e+01,-7.944725437699999304e+01
1.300600600600000101e-01,-8.260574917099999936e+01,-7.455634961200000532e+01,-7.890569253799999672e+01,-8.206836908600000413e+01,-7.980218415800000287e+01
1.500700700700000056e-01,-8.133865745200000674e+01,-8.342033591400000603e+01,-8.036940052699999626e+01,-8.213266250200000229e+01,-8.584403158099999587e+01
1.700800800800000012e-01,-7.528305878400000495e+01,-7.925890936899999417e+01,-7.564274232699999345e+01,-8.289904638400000181e+01,-7.347992327000000046e+01
1.900900900899999968e-01,-7.629409997300000157e+01,-7.710635034899999596e+01,-8.144580030000000193e+01,-7.866563373500000012e+01,-8.257860878300000707e+01
2.101001000999999924e-01,-8.810649050300000340e+01,-7.416904847600000039e+01,-8.159230150199999798e+01,-7.991189224199999330e+01,-8.563620844800000498e+01
2.301101101100000157e-01,-8.989960510100000590e+01,-7.541000888099999599e+01,-7.960684864700000674e+01,-7.749954162900000654e+01,-8.363228261700000132e+01
2.501201201200000113e-01,-7.977440696099999684e+01,-8.153838807200000360e+01,-8.154351751400000126e+01,-7.390481054800000038e+01,-7.337238461900000175e+01
2.701301301299999791e-01,-7.919313855000000046e+01,-7.694270909200000119e+01,-8.667424855699999853e+01,-8.248949148500000206e+01,-7.547613939100000380e+01
2.901401401400000024e-01,-7.395783500100000651e+01,-7.922702187400000184e+01,-7.816866904399999783e+01,-7.834156677400000035e+01,-7.830818736099999455e+01
3.101501501499999702e-01,-7.904464191700000697e+01,-7.429878774399999486e+01,-8.120400037000000282e+01,-7.617591986499999734e+01,-7.709217366299999696e+01
3.301601601600000491e-01,-8.097424903600000334e+01,-7.577536420100000214e+01,-9.247930328200000361e+01,-9.022286214599999710e+01,-7.705999536000000205e+01
3.501701701700000169e-01,-7.562716195999999513e+01,-7.237489190700000563e+01,-8.600439978400000030e+01,-8.264833550999999545e+01,-7.199579919299999631e+01
3.701801801799999847e-01,-7.747404309600000261e+01,-7.996918616700000371e+01,-7.085141009400000200e+01,-8.260658929999999600e+01,-7.659441197399999623e+01
3.901901901900000080e-01,-7.104070988099999795e+01,-7.304275470400000358e+01,-7.548017099999999857e+01,-8.153568698200000142e+01,-7.461607966299999362e+01
