freq_GHz,S21_dB,S31_dB,S41_dB,S51_dB,S61_dB
1.000000000000000021e-02,-7.355697932399999672e+01,-7.147251945099999659e+01,-7.616056375700000558e+01,-7.097512915999999450e+01,-8.749768043100000625e+01
3.001001001000000099e-02,-7.982940705500000433e+01,-7.457350411000000179e+01,-8.247752264700000069e+01,-7.558689422700000193e+01,-7.717104443899999922e+01
5.002002002000000003e-02,-7.650288675000000183e+01,-8.914301885000000425e+01,-8.076261431499999333e+01,-8.143549324900000386e+01,-7.890755033499999627e+01
7.003003002999999560e-02,-7.737777167100000497e+01,-7.660891381899999431e+01,-7.983360234399999911e+01,-9.194439539399999717e+01,-9.494391640300000290e+01
9.004004004000000505e-02,-7.837276476399999581e+01,-8.125514959299999873e+01,-8.388643746900000053e+01,-8.626476900800000180e+01,-8.127681703899999377e+01
1.100500500500000006e-01,-8.818224252800000329e+01,-8.519098434100000361e+01,-8.040413322300000232e+01,-7.409712265999999659e+01,-7.717952387200000430e+01
1.300600600600000101e-01,-9.180698539399999447e+01,-8.356418277599999556e+01,-8.060662081700000670e+01,-8.606867067599999643e+01,-8.280660661999999661e+01
1.500700700700000056e-01,-7.892773916800000222e+01,-7.576537457199999892e+01,-8.021296673999999882e+01,-9.747055201099999522e+01,-7.979196731499999373e+01
1.700800800800000012e-01,-9.323616065000000219e+01,-9.251452984499999843e+01,-8.136559460200000160e+01,-8.395134603299999299e+01,-8.327656183800000633e+01
1.900900900899999968e-01,-7.530240820900000642e+01,-8.582527759100000253e+01,-8.248623860399999330e+01,-8.670237873099999604e+01,-7.660319373299999768e+01
2.101001000999999924e-01,-8.748263973999999621e+01,-7.992220407599999987e+01,-8.652633135899999672e+01,-8.161152247399999737e+01,-8.134374623399999393e+01
2.301101101100000157e-01,-7.539417056700000330e+01,-7.981185088399999472e+01,-8.117122981200000709e+01,-7.684800758699999790e+01,-8.471505676099999960e+01
2.501201201200000113e-01,-7.832012911200000360e+01,-7.982765158099999780e+01,-9.261781348600000285e+01,-7.864157780700000444e+01,-7.127725212699999702e+01
2.701301301299999791e-01,-8.296528379500000483e+01,-7.456592711700000109e+01,-8.358032385999999292e+01,-7.716052842400000600e+01,-8.187024421799999629e+01
2.901401401400000024e-01,-8.001504928299999619e+01,-8.994118041699999822e+01,-7.918228265300000146e+01,-8.855748450299999774e+01,-7.634142777200000296e+01
3.101501501499999702e-01,-7.710585029799999290e+01,-7.710230995099999518e+01,-7.615046336599999677e+01,-7.866126147900000376e+01,-7.760151764900000160e+01
3.301601601600000491e-01,-7.669521292999999673e+01,-7.213173665200000073e+01,-7.640709228199999359e+01,-7.806946053100000427e+01,-7.539844888099999309e+01
