freq_GHz,S21_dB,S31_dB,S41_dB,S51_dB,S61_dB
1.000000000000000021e-02,-8.158931089200000031e+01,-8.171378953599999306e+01,-7.172283379499999967e+01,-8.007121211800000538e+01,-8.564934732400000428e+01
3.001001001000000099e-02,-8.108333869999999877e+01,-7.643511824499999818e+01,-7.613121643099999858e+01,-7.748112117200000171e+01,-7.683181861200000640e+01
5.002002002000000003e-02,-9.364263407500000369e+01,-8.420796946299999775e+01,-8.853585800999999833e+01,-8.293954478999999935e+01,-8.478568347600000266e+01
7.003003002999999560e-02,-7.585218341499999894e+01,-7.493904642600000443e+01,-7.979236729000000139e+01,-8.431008884400000625e+01,-8.424294713999999829e+01
9.004004004000000505e-02,-8.164125325599999883e+01,-8.797972502400000394e+01,-9.174630980700000293e+01,-8.262793574100000171e+01,-8.000520591900000511e+01
1.100500500500000006e-01,-8.520685851199999661e+01,-7.885193670799999666e+01,-7.836453098500000181e+01,-8.084222441999999376e+01,-9.051022556300000588e+01
1.300600600600000101e-01,-9.211441426700000079e+01,-8.476765552499999501e+01,-8.114603753800000163e+01,-7.936266371899999683e+01,-7.634877240500000539e+01
1.500700700700000056e-01,-7.605853653500000178e+01,-7.874062704899999687e+01,-8.796495136900000489e+01,-7.878262698700000044e+01,-8.919388779400000544e+01
1.700800800800000012e-01,-7.493141228000000353e+01,-7.441617749600000309e+01,-9.013849883199999624e+01,-8.608470500399999992e+01,-8.397114195300000006e+01
1.900900900899999968e-01,-8.878074779300000330e+01,-7.821940715600000260e+01,-8.466931916699999761e+01,-7.209415262199999574e+01,-8.672852233999999783e+01
2.101001000999999924e-01,-8.184547627300000272e+01,-8.627535885700000051e+01,-8.063929002499999399e+01,-8.643697219499999562e+01,-7.651710194400000375e+01
2.301101101100000157e-01,-7.675641140099999404e+01,-8.087573625199999583e+01,-8.330284453299999825e+01,-7.896925248099999806e+01,-9.851285977599999910e+01
2.501201201200000113e-01,-8.362401253599999507e+01,-7.463043239600000334e+01,-8.066775797500000067e+01,-8.219429833300000610e+01,-8.310832561600000190e+01
2.701301301299999791e-01,-8.126109203500000433e+01,-9.121769958400000178e+01,-8.652564610400000333e+01,-7.488793349899999896e+01,-7.930190180699999303e+01
2.901401401400000024e-01,-8.644369869800000572e+01,-8.577405417100000307e+01,-8.484753457600000104e+01,-7.885120018499999617e+01,-8.618915031900000656e+01
3.101501501499999702e-01,-8.229853670399999999e+01,-7.124197980700000699e+01,-8.793725085600000568e+01,-8.018704837399999974e+01,-7.603283283700000084e+01
3.301601601600000491e-01,-7.664472197700000322e+01,-7.482083694899999671e+01,-8.083958450500000481e+01,-7.955499169600000187e+01,-7.929709904599999959e+01
3.501701701700000169e-01,-7.481290651300000150e+01,-7.337647485899999822e+01,-8.508751065799999935e+01,-8.079615300099999331e+01,-8.772018583800000613e+01
3.701801801799999847e-01,-7.621572319899999570e+01,-8.582046858399999678e+01,-7.149333986400000640e+01,-8.286568331300000523e+01,-7.300736706099999651e+01
3.901901901900000080e-01,-7.844337162600000113e+01,-7.757617341899999985e+01,-6.893594382599999904e+01,-8.162848597599999323e+01,-7.434615058500000373e+01
4.102002001999999758e-01,-7.280889302100000293e+01,-6.885701935900000592e+01,-7.126168866700000137e+01,-7.777538516699999604e+01,-6.999277773199999331e+01
4.302102102099999992e-01,-7.030584992199999306e+01,-7.344319881200000566e+01,-7.387475446099999488e+01,-7.960599994099999321e+01,-7.800024839600000348e+01
4.502202202200000225e-01,-8.283749677299999803e+01,-7.953276076000000216e+01,-7.701324878900000215e+01,-7.929032572200000573e+01,-7.468966380800000593e+01
4.702302302300000458e-01,-8.259148762600000282e+01,-7.401017916099999638e+01,-7.159671991000000446e+01,-8.178767810700000496e+01,-8.911244149600000242e+01
4.902402402400000136e-01,-7.331495785799999965e+01,-7.511568915799999502e+01,-7.621774082800000372e+01,-7.944858681700000602e+01,-7.414727063499999815e+01
5.102502502500000370e-01,-7.592984717800000283e+01,-6.788881119200000569e+01,-7.648921069600000067e+01,-7.826485372400000529e+01,-7.156462153299999329e+01
5.302602602599999493e-01,-8.054417254899999534e+01,-7.386705623599999626e+01,-6.553792668799999888e+01,-7.518825415800000656e+01,-6.582809100599999397e+01
5.502702702699999726e-01,-7.213815343100000632e+01,-7.124289394000000186e+01,-6.455358794299999659e+01,-7.066442339200000333e+01,-6.295400506400000040e+01
5.702802802799999959e-01,-7.031268655200000239e+01,-7.538292438599999912e+01,-6.106969887500000027e+01,-8.108846012899999778e+01,-6.050027980600000177e+01
5.902902902899999082e-01,-7.184857416799999896e+01,-7.004953471199999626e+01,-5.953992552900000135e+01,-6.875906663300000332e+01,-5.917882634000000053e+01
6.103003002999999316e-01,-6.590844710899999370e+01,-7.897960918299999378e+01,-5.658139265700000209e+01,-7.412678302300000155e+01,-5.561585988200000230e+01
6.303103103099999549e-01,-6.383947114899999775e+01,-7.794207462500000361e+01,-5.548801519199999888e+01,-6.903506692099999498e+01,-5.731462023699999975e+01
6.503203203200000893e-01,-6.531825532599999917e+01,-6.032787280600000202e+01,-5.200425530399999730e+01,-7.511094002199999409e+01,-5.237087066200000152e+01
6.703303303300000016e-01,-5.996446711699999810e+01,-6.128341794499999651e+01,-5.018428924300000205e+01,-6.671257840699999520e+01,-4.909310916100000100e+01
6.903403403400000249e-01,-6.107732790800000089e+01,-6.384164839499999999e+01,-4.986833204199999869e+01,-6.624629248300000484e+01,-4.921279517499999656e+01
