freq_GHz,S21_dB,S31_dB,S41_dB,S51_dB,S61_dB
1.000000000000000021e-02,-7.135739904800000488e+01,-7.165209923099999401e+01,-8.764980531000000497e+01,-7.505878793300000495e+01,-6.972448574199999882e+01
3.001001001000000099e-02,-7.399596812100000420e+01,-7.345682575700000427e+01,-8.031127690499999972e+01,-7.520049390399999822e+01,-7.684143561000000489e+01
5.002002002000000003e-02,-8.251434219300000450e+01,-7.410125976499999467e+01,-8.125753449500000158e+01,-8.886627629800000250e+01,-7.953341315199999428e+01
7.003003002999999560e-02,-7.242789518200000032e+01,-8.027489963200000034e+01,-7.639340036500000508e+01,-8.695113324499999408e+01,-7.883060392100000513e+01
9.004004004000000505e-02,-8.716321429799999976e+01,-8.004554239099999791e+01,-7.432038923400000385e+01,-8.835663977800000168e+01,-8.911049464299999556e+01
1.100500500500000006e-01,-8.109403002300000196e+01,-7.984231658900000639e+01,-8.473924015299999724e+01,-8.134056239699999935e+01,-8.339222345400000336e+01
1.300600600600000101e-01,-7.410657987099999389e+01,-8.438738032899999553e+01,-7.798909748699999511e+01,-9.158198789099999715e+01,-7.734488880400000710e+01
1.500700700700000056e-01,-9.540297739400000410e+01,-9.071758500599999309e+01,-8.474221406600000250e+01,-8.103158542200000625e+01,-8.248811584499999583e+01
1.700800800800000012e-01,-8.296203817299999628e+01,-7.960648959799999602e+01,-8.595806803799999329e+01,-8.767568846899999357e+01,-7.823354528599999469e+01
1.900900900899999968e-01,-7.277463557900000524e+01,-8.124624011599999562e+01,-7.778964444599999695e+01,-7.557062138099999515e+01,-8.610534142199999508e+01
2.101001000999999924e-01,-9.512678420100000665e+01,-8.127240857200000335e+01,-8.510984697799999310e+01,-7.710641099800000120e+01,-8.736588465100000178e+01
2.301101101100000157e-01,-8.038131428299999470e+01,-9.303795908499999712e+01,-7.401488858300000118e+01,-8.212298015999999734e+01,-7.259905212699999311e+01
2.501201201200000113e-01,-7.470447669600000040e+01,-7.781530215899999803e+01,-8.001332486600000493e+01,-8.924809108799999535e+01,-7.495647545200000650e+01
2.701301301299999791e-01,-8.015446453299999519e+01,-8.093924912800000016e+01,-7.774081994899999870e+01,-8.237123300000000370e+01,-9.319582408799999484e+01
2.901401401400000024e-01,-7.145038302300000055e+01,-9.060569435300000407e+01,-8.796237514099999544e+01,-7.499246062500000676e+01,-7.879531987100000379e+01
